asset_name,2023-12-01,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-18,2023-12-19,2023-12-20,2023-12-21,2023-12-22,2023-12-26,2023-12-27,2023-12-28,2023-12-29,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-29,2024-01-30,2024-01-31,2024-02-01,2024-02-02,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-12,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-26,2024-02-27,2024-02-28,2024-02-29
CINTAS CORP,0.009038,-0.005732,-0.007152,-0.000272,0.005119,-0.000758,0.011331,0.008792,0.018387,-0.019969,-0.00836,0.00349,-0.00066,-0.011833,0.065546,0.008967,0.012079,0.006275,-0.008446,0.002612,-0.017838,-0.019648,0.003619,-0.008792,0.011901,0.000651,0.004294,0.002095,0.008075,-0.00747,0.000544,0.006334,0.01085,0.00414,0.003558,-0.009475,0.000937,-0.00117,0.007009,0.011312,-0.006964,0.021453,0.00285,-0.005942,0.003687,0.006037,-0.007175,0.001718,-0.007327,-0.012596,0.013301,0.013629,-0.010241,-3.2e-05,0.00654,0.013642,0.009568,0.001327,-0.009133,0.004091,-0.003345
APOLLO GLOBAL MANAGEMENT INC NEW,0.007609,-0.030636,0.009682,-0.001764,0.00254,0.014207,-0.001629,0.014031,-0.010404,0.00943,0.014496,-0.004234,0.007228,-0.032609,0.001418,-0.002397,0.011029,0.006156,0.011915,-0.011456,-0.019959,0.009197,0.028534,0.001371,0.014326,-0.006543,0.011081,-0.014268,0.000734,0.000524,0.006285,0.005413,0.024436,-0.01506,-0.02196,0.029063,0.019372,0.003301,0.008972,0.003853,-0.011811,0.001494,0.025659,-0.001261,0.014272,0.013688,0.014259,0.023462,-0.009552,0.009093,0.024575,0.013147,-0.007979,-0.027593,-0.00292,0.020406,0.000897,-0.006541,-0.000541,0.008753,8.9e-05
SOUTHERN COPPER CORP,0.066871,-0.039745,-0.028498,-0.00447,0.005612,0.052742,-0.004241,-0.003993,0.033676,0.056367,0.006976,0.006563,0.025839,-0.019539,0.032293,0.018723,-0.003425,0.010309,-0.009864,-0.014428,-0.016382,-0.009095,-0.000954,-0.002744,0.022852,-0.014154,-0.011509,-0.003241,0.001204,-0.041617,-0.01506,0.004205,0.02893,-0.008262,0.01915,0.015739,0.006847,-0.007397,0.005529,-0.010399,-0.008334,0.020585,-0.024585,-0.02496,0.031623,-0.00219,-0.013288,-0.009637,0.011477,-0.028027,0.026785,0.035572,0.008678,-0.015892,0.012263,-0.002759,-0.013351,-0.025478,0.010758,-0.023639,0.024972
FEDEX CORP,0.021597,0.004463,0.001807,0.004247,0.001572,0.021821,-0.003049,0.006006,0.003003,0.02056,0.006548,0.00224,-0.00681,-0.120536,0.004508,0.002709,0.015966,-0.004167,0.01052,-0.002406,-0.002886,-0.018237,-0.00949,0.006197,0.007212,-0.00539,0.014398,0.00016,-0.009089,-0.014201,-0.007142,0.003206,0.010079,0.016874,0.000638,-0.004465,0.013615,-0.006242,-0.013993,-0.017175,-0.010174,0.002735,0.001695,-0.016711,0.012631,0.003357,-0.001569,0.003599,0.007501,-0.032932,0.001861,-0.001309,0.004524,0.008207,0.007807,0.011391,-0.002867,-0.009611,0.001161,0.012303,0.018824
WORKDAY INC,0.008127,-0.013557,-0.005423,-0.001643,0.018929,0.003781,0.009875,0.002318,0.006974,-0.028348,0.007091,0.000183,0.00451,-0.013979,0.01018,-0.001209,0.005136,-0.000985,0.008696,-7.2e-05,-0.028182,0.000485,-0.004955,-0.004793,0.026862,0.010552,0.003589,0.007803,0.015306,-0.008297,0.001531,0.015498,0.015087,-0.000379,0.004968,0.014349,-0.010626,-0.012758,0.028064,-0.006302,-0.012854,0.010066,0.002517,-0.010212,-0.010626,0.02006,0.014367,0.020894,-0.019023,-0.007824,0.0185,0.00943,-0.007932,-0.00228,-0.010001,0.025622,-0.002413,0.004348,-0.039582,0.000373,-0.001694
MARVELL TECHNOLOGY INC,-0.052575,-0.014962,-0.025187,-0.005325,0.0349,0.013221,0.030257,-0.004038,0.054368,0.036357,0.00506,0.002182,-0.001005,-0.035535,0.047098,0.0,0.014938,0.001799,0.000653,-0.01615,-0.035483,-0.024239,0.024137,0.031858,0.069927,-0.009983,-0.00063,0.038468,-0.002885,-0.002436,-0.002442,0.043605,0.042076,-0.013647,0.006989,0.023796,-0.031544,-0.028,0.030864,-0.018677,-0.016417,-0.01226,0.00987,-0.007552,0.000895,0.034138,0.023785,-0.030836,0.0231,-0.032519,0.012183,-0.022042,-0.017052,-0.018857,0.00738,0.066392,-0.032775,0.015389,0.007432,-0.023,0.061001
SNOWFLAKE INC,-0.009111,0.012529,-0.011365,-0.009078,0.015395,0.017938,0.012168,0.002591,0.015815,0.021928,-0.00921,-0.000201,0.000251,-0.023817,0.01292,-0.005691,0.01477,0.000755,0.012682,-0.011082,-0.049648,-0.025962,-0.00266,0.029393,0.03823,0.002801,0.002539,-0.009017,-0.022288,-0.01694,0.000532,-0.008027,0.034886,0.030862,0.03265,-0.00861,0.010794,-0.01699,0.034714,-0.015701,-0.051442,0.021979,0.094128,-0.014445,-0.008905,0.021294,0.021399,0.046568,-0.004801,-0.019771,0.037044,-0.015254,-0.008993,-0.044418,-0.017585,0.043522,0.016488,0.006933,0.013424,-0.01722,-0.181391
MONSTER BEVERAGE CORP NEW,0.001269,-0.000906,-0.016495,0.000737,0.0,-0.006998,0.024852,0.009772,0.013441,-0.017507,-0.008459,0.003812,0.005063,-0.02195,0.018764,0.011376,0.013926,0.009685,0.001395,0.003309,0.017011,-0.018945,0.004001,-0.002946,0.007299,0.013458,0.002894,-0.004753,0.007164,-0.014903,-0.018222,0.002451,-0.001223,-0.01504,-0.013317,-0.008998,0.001271,0.005441,0.002706,-0.005037,-0.005243,0.016721,-0.010547,-0.004155,0.022134,0.00213,0.000531,-0.014693,0.004851,0.004112,-0.005164,0.00537,-0.020474,0.006907,-0.004693,-0.000544,0.003266,0.007777,0.006999,-0.004634,0.058192
MARATHON PETROLEUM CORP,0.014947,-0.000198,-0.016316,-0.038544,-0.011175,0.010171,0.005803,-0.003337,0.022948,0.028842,-0.016635,0.023116,0.012911,-0.00091,-0.006314,-0.011726,0.00802,-0.014466,-0.020016,0.010076,0.026961,0.036296,-0.028438,-0.005867,0.024656,-0.012479,-0.009526,0.016684,0.013321,-0.021212,-0.013756,-0.001316,0.007773,0.009544,-0.003043,0.007339,0.013991,0.020665,-0.002367,0.060884,-0.025252,0.011655,-0.007163,0.028798,-0.02618,0.017703,0.000531,0.001709,-0.006354,0.005862,0.0,0.008418,-0.007589,-0.028792,0.010713,0.010238,0.010671,0.017105,-0.007597,-0.023199,0.012383
EMERSON ELECTRIC CO,0.013723,-0.013427,-0.006299,-0.007357,0.011631,0.009355,0.001898,0.008025,0.019792,0.046731,-0.009219,0.004182,-0.003228,-0.011281,0.011092,0.007627,0.011199,0.00082,-0.005225,0.002472,-0.014898,-0.012516,0.004436,0.003891,0.003142,-0.012008,0.001585,0.000317,0.000738,-0.016971,-0.009007,0.013633,0.01313,0.01296,-0.003745,-0.014512,0.0196,-0.012261,-0.000526,-0.002737,-0.031873,0.02213,0.002346,-0.006172,0.009208,0.104286,-0.016428,0.008009,0.010465,0.003836,0.014903,-4.7e-05,0.004162,-0.012718,0.001527,0.003144,0.005889,0.002644,-0.000565,-0.005371,0.012221
PHILLIPS 66,0.006284,-0.009715,-0.005761,-0.021143,-0.00304,0.005617,0.008698,-0.009414,0.015493,0.023199,-0.001845,0.011011,0.01904,0.002018,0.001641,-0.001713,0.012383,-0.007516,-0.013809,0.002258,0.008637,0.010872,-0.003462,-0.000296,-0.010278,-0.004781,-0.028526,0.006723,0.01988,-0.025589,-0.009269,-0.004678,0.011122,0.004416,0.011183,0.019526,0.029775,0.018671,-0.008059,0.02387,0.013342,0.008593,-0.00055,0.012168,-0.009033,0.004249,0.001979,-0.007901,-0.008307,0.004915,0.000344,0.007988,-0.010316,-0.018566,0.017075,0.021386,0.003342,0.008157,-0.020026,-0.02821,0.008992
P N C FINANCIAL SERVICES GRP INC,0.037623,0.012878,-0.015129,0.005048,0.002942,0.006439,0.002346,-0.001064,0.038836,0.047772,-0.006392,-0.00604,0.021069,-0.031889,0.014031,0.004612,0.010691,0.00584,0.004065,-0.005012,0.010655,-0.030927,0.005736,0.024258,0.008257,-0.019109,0.004336,-0.017013,-0.01357,0.000672,-0.001342,-0.017001,0.030761,-0.009019,0.003212,0.002135,0.00679,0.002314,0.012401,0.005017,-0.019708,-0.038159,0.018496,-0.015527,0.023726,-0.007502,-0.00162,-0.001082,0.009271,-0.026016,0.017968,0.011902,-0.005213,-0.014444,-0.000886,-0.008051,0.005021,-0.008691,0.007594,-0.001781,0.010364
ROPER TECHNOLOGIES INC,0.004329,-0.007085,-0.002254,-0.000317,-0.001065,0.003366,0.006728,0.006016,0.013451,-0.021679,0.005048,0.002622,-0.002597,-0.012224,0.01002,0.00472,0.00129,0.000368,0.004414,-0.001794,-0.01959,-0.00653,-0.012863,-0.002099,0.01235,0.005182,-0.002295,0.00396,0.003362,0.005766,-0.000149,0.008842,0.012086,0.002589,0.005274,-0.009117,0.007175,-0.003661,0.01137,0.010145,-0.043752,0.016406,0.00698,-0.006786,-0.001081,0.006217,-0.006105,0.009022,-0.014448,-0.012705,0.011748,0.011574,-0.004398,-0.002676,0.009024,0.011457,0.002809,-0.01609,-0.001478,-0.006671,0.002355
PACCAR INC,0.014812,0.005795,0.001601,0.009055,0.008446,-0.001466,0.026735,-0.003063,0.004404,0.009688,0.004592,-0.005195,0.010548,-0.008888,0.010428,0.005882,0.002565,0.000716,0.000409,-0.00184,-0.008909,-0.019116,-0.012114,-0.002026,0.023079,-0.009713,-0.00232,0.0,-0.005814,0.0,0.000319,0.013818,0.009226,0.008622,0.040375,-0.001782,0.011703,-0.002451,-0.003636,0.005721,-0.015495,0.016237,0.010782,0.010085,0.000672,0.007963,0.005235,0.003788,9.4e-05,-0.007829,0.016637,0.013031,-0.002684,-0.00334,0.011731,0.017024,0.002353,0.01327,-0.008196,0.000359,-0.00431
REPUBLIC SERVICES INC,0.012852,-0.008297,-0.006767,0.002415,-0.001606,0.001238,0.004018,0.016806,0.011746,-0.02645,-0.003749,0.009193,-0.004707,-0.003686,-0.003391,0.006434,0.002336,0.004231,0.003359,0.006908,0.000182,-0.007397,0.002688,-0.003899,0.005076,-0.003286,0.002991,-0.002252,0.013481,-0.00301,0.003381,0.009326,0.005544,0.000889,0.005864,-0.002827,0.005551,0.005931,0.001051,0.008223,-0.010181,0.015837,-0.000978,-0.002361,0.002482,0.005067,0.000458,-0.006585,-0.008588,0.020988,0.017824,0.006266,0.003169,-0.002328,0.0075,0.010862,0.009,-0.000595,-0.001893,0.00775,-0.012638
NORFOLK SOUTHERN CORP,0.038091,0.006888,-0.018068,0.018624,-0.003025,-0.028102,0.003394,0.002345,0.024025,0.027064,-0.006417,-0.000344,0.006159,-0.016437,0.020193,-0.00128,0.009482,-0.003427,0.004246,-0.000634,-0.003046,-0.011415,-0.00837,-0.008657,0.003013,-0.008968,0.005271,-0.009832,0.01293,-0.001917,-0.012877,0.035907,-0.000896,0.02602,0.005913,-0.018588,0.00329,-0.015094,0.017715,-0.006543,-0.006798,0.090716,-0.01626,-0.010355,0.013603,-0.005201,0.013969,0.00307,-0.003571,-0.014375,0.007951,0.008245,-0.009043,0.006943,0.015091,-0.005551,0.007104,-0.01341,-0.008132,0.004238,-0.00067
LULULEMON ATHLETICA INC,0.044338,-0.012537,-0.008312,0.008185,0.008683,0.053737,0.026754,0.00181,0.001688,-0.030129,0.004414,0.020694,0.010426,-0.003374,0.01164,-0.002016,-0.007216,0.004918,0.000806,0.004065,-0.011559,-0.014563,-0.004056,-0.009879,0.000774,-0.01174,-0.003315,0.002851,-0.011411,-0.01919,-0.00495,0.019321,0.013761,-0.004401,-0.010148,-0.004528,-0.001137,0.007864,0.008284,-0.001224,-0.057291,0.017893,0.000996,-0.012262,-0.000416,0.00265,0.033272,-0.005793,-0.008847,-0.021134,0.00982,-0.003755,-0.020437,-0.011121,-0.002564,0.026609,0.005777,0.022626,-0.000876,-0.007909,0.006356
AUTODESK INC,0.029758,-0.016094,-0.003886,-0.004083,0.01954,0.000759,0.009285,0.008183,0.030578,0.025116,0.006146,-0.013001,-0.004098,-0.006088,0.021883,0.003597,0.009516,0.000163,-0.000816,-0.005839,-0.038443,-0.0296,0.007615,0.002621,0.025837,0.002166,0.012121,0.007663,0.007438,-0.003877,-0.012547,0.011364,0.030931,0.008647,0.007935,-0.000475,-0.003602,0.005243,0.016438,-0.002955,-0.010372,0.004964,0.00541,-0.014194,0.004628,0.017521,0.011918,0.01977,-0.017399,-0.02015,0.02107,-0.003509,-0.011292,-0.011769,-0.010734,0.017662,0.000856,0.000583,-0.001554,-0.006616,0.01144
PIONEER NATURAL RESOURCES CO,0.002202,-0.007754,-0.019839,-0.016432,-0.00662,0.011106,0.001704,-0.014098,0.010623,0.026188,-0.005691,0.00722,0.011758,-0.019267,0.007576,-0.000481,0.005948,-0.005044,-0.017393,0.000133,0.024013,0.009076,-0.011835,0.002003,-0.016212,-0.014226,-0.009456,-0.002941,0.015066,-0.025392,-0.004082,-0.002257,0.000923,-0.001568,0.012241,0.017432,0.023816,0.009506,-0.00013,0.016189,-0.018408,-0.005569,-0.004725,-0.005759,0.008357,-0.001272,0.017562,-0.019589,0.00933,-0.011032,-0.006437,0.027513,8.6e-05,-0.010494,0.020075,0.00077,-0.006156,0.006366,-0.000898,0.004535,0.001618
MOTOROLA SOLUTIONS INC,0.007588,-0.005103,0.002781,-0.006439,0.00276,0.003587,0.005824,0.007812,-0.006141,-0.031015,-0.016845,0.014364,-0.006318,-0.011439,0.003749,-0.002254,0.000484,0.001355,0.002094,0.006494,-0.004631,0.001155,-0.000801,-0.008308,0.011968,-0.002717,0.009711,-0.002412,0.006459,-0.002087,0.004372,0.012428,0.016544,-0.003954,0.013785,-0.003399,0.000731,-0.007578,0.001993,0.002357,-0.024487,0.017684,0.007597,-0.007081,0.000246,0.007837,0.001281,0.007736,-0.032639,-0.002718,0.000533,0.014121,-0.010528,0.007957,0.00551,0.019149,-0.002326,-0.005208,0.000396,0.007819,-0.002596
FREEPORT MCMORAN INC,0.051447,-0.041539,-0.027652,-0.00875,0.00331,0.048942,-0.00734,-0.011883,0.047301,0.070937,-0.011199,-0.003614,0.020073,-0.019915,0.021529,0.003552,0.010618,0.008639,-0.004167,-0.01046,-0.011276,-0.017106,0.004351,-0.003369,0.019078,-0.011848,-0.009592,-0.002906,-0.002194,-0.049829,-0.016967,-0.000785,0.014656,-0.033273,0.01841,0.040608,-0.007049,0.003803,0.016166,-0.006463,-0.007005,0.012346,-0.001991,-0.035411,0.038521,-0.024147,-0.027551,-0.019937,0.008833,-0.027328,0.01473,0.028226,0.015163,-0.01777,0.018878,-0.004889,0.007499,-0.023871,0.003418,-0.019654,0.010692
CONSTELLATION ENERGY CORP,-0.009584,-0.008008,-0.00513,-0.04801,-0.018645,0.006152,0.044421,-0.014292,0.016945,-0.007129,0.027249,0.005137,0.012148,-0.031454,0.01111,-0.025188,0.019423,-0.001276,-0.00264,-0.001879,-0.01403,0.005206,-0.00423,0.007628,0.006796,-0.004614,-0.005494,-0.025378,0.0,-0.009742,0.000984,-0.004557,0.027287,0.024115,0.012627,-0.025445,0.042189,0.005973,-0.002144,0.007189,0.000985,0.046148,0.016297,-0.020662,0.031331,0.011373,-0.013434,0.011092,-0.027692,-0.004669,0.005942,0.021994,-0.002586,0.00488,-0.003035,0.015145,0.004498,-0.005747,0.169194,0.096752,-0.013932
OCCIDENTAL PETROLEUM CORP,-0.00541,-0.016488,-0.010024,-0.013967,0.001771,0.001241,0.010448,-0.026463,0.030063,0.026914,-0.003404,0.007001,0.022554,-0.002156,0.004487,0.006122,0.01036,-0.00651,-0.01753,-0.004336,0.005694,0.009326,-0.024583,-0.003045,-0.011368,-0.013901,-0.011486,0.00581,0.016279,-0.024802,-0.007065,0.004447,-0.000885,0.005672,-0.000176,0.010224,0.012214,0.006723,-0.003082,0.01168,-0.022581,-0.004343,-0.004885,-0.001052,0.010355,0.000868,0.007463,-0.009991,0.009744,-0.007238,-0.005381,0.04904,0.006821,-0.015863,0.015279,0.000992,-0.008426,0.007498,0.00215,-0.005611,0.005808
PALANTIR TECHNOLOGIES INC,0.010973,-0.092255,-0.005435,-0.063934,0.005254,0.03194,0.0,-0.015194,0.021143,0.019026,-0.000549,-0.01978,0.006166,-0.038997,0.01971,-0.010233,0.015508,-0.011878,0.005152,-0.02221,-0.034362,-0.029554,0.009944,-0.016615,0.043179,-0.016797,0.024405,-0.006552,0.004796,-0.013723,-0.00847,0.00061,0.023171,0.048868,-0.015341,-0.033468,-0.017314,-0.006683,0.04526,-0.02048,-0.038829,0.014916,0.042254,-0.017626,0.308014,0.079104,0.038559,-0.005304,0.027482,-0.041517,0.049146,0.008734,-0.038174,-0.042553,-0.028205,0.037379,-0.026282,0.025686,0.041172,-0.004484,0.027027
GALLAGHER ARTHUR J & CO,-0.004016,-0.001815,-0.011149,-0.009355,-0.005979,-0.000373,0.016766,0.010571,-0.009613,-0.0741,-0.018631,0.021319,-0.013052,-0.019947,0.012494,9e-05,-0.002333,0.002923,0.002018,0.006355,0.000534,8.9e-05,0.003911,-0.002745,0.015803,-0.011799,0.017732,0.008038,0.012069,-0.005664,0.002227,0.01265,0.007765,-0.005318,0.009094,-0.002545,-0.005521,-0.019853,-0.018238,0.007824,0.006896,-0.000172,0.002671,0.015124,-0.009354,0.009186,0.003514,0.007636,-0.013482,0.002971,0.009986,0.007835,-0.005529,0.010534,-0.006784,0.019034,0.001349,-0.003918,-0.002008,0.007883,-0.003829
FORTINET INC,-0.001332,-0.004572,0.005167,-0.013138,-0.00984,0.016368,0.028374,0.0261,0.005632,0.030714,0.013672,-0.029742,0.029407,-0.005367,0.018451,0.012989,0.008942,-0.007692,0.001011,-0.014647,-0.012814,0.001211,0.009335,-0.000856,0.050051,-0.030362,0.033165,0.014339,0.003052,-0.007047,-0.022258,0.013032,-0.008305,0.0289,0.027929,0.026393,-0.008471,0.008696,0.004991,0.003913,-0.033278,0.030392,-0.00015,-0.005268,0.021032,0.037789,-0.03113,0.038173,-0.002555,-0.01224,0.021326,-0.008747,-0.025335,-0.008324,-0.037844,0.024793,0.010155,0.011236,0.022661,-0.00629,-0.005755
CAPITAL ONE FINANCIAL CORP,0.02033,0.008865,0.003306,-0.013441,0.014151,0.023488,0.006097,0.012457,0.039904,0.032856,0.003715,0.002313,0.011848,-0.028817,0.014953,0.000771,0.007631,0.003213,0.006634,-0.006817,0.00755,-0.010522,-0.007267,0.020421,0.009742,-0.005834,-0.030016,-0.004653,-0.004987,-0.00141,-0.011292,-0.009201,0.024496,0.013283,0.000617,0.01025,0.011137,0.046549,-0.00173,0.000939,-0.023736,-0.005616,0.014269,-0.009086,-0.006581,-0.002828,0.010525,0.002881,0.01709,-0.028731,0.011833,0.009252,0.00638,0.001166,-0.017323,-0.003333,0.007134,-0.0076,0.017325,0.005847,-7.3e-05
AIR PRODUCTS & CHEMICALS INC,0.007725,-0.009133,-0.030094,-0.002824,0.002794,0.004809,0.0049,0.010508,0.007406,0.005532,0.000185,0.001255,0.004867,-0.016036,0.013388,0.004048,0.00744,0.002983,-0.005296,0.004813,-0.001205,-0.009544,-0.002252,-0.00037,0.009957,-0.01741,-0.004215,-0.008878,-0.001739,-0.013933,-0.00119,-0.000423,0.002346,0.001113,0.008853,-0.023097,0.025237,-0.006638,-0.00294,-0.007085,-0.013769,0.015056,-0.005355,-0.155518,0.000138,-0.012245,0.021033,-0.000318,0.012509,-0.022373,-0.002757,0.045804,-0.000441,0.005466,4.4e-05,0.014906,0.005572,-0.014734,0.010333,0.002934,0.007013
AUTOZONE INC,0.012192,0.008464,0.002635,0.014784,-0.028746,-0.004638,0.004965,0.010537,0.021993,-0.03055,-0.003277,0.003543,0.004535,-0.015846,0.002044,-0.001523,-0.015077,0.001541,-0.002203,0.006995,-0.006617,-0.000354,-0.003965,-0.002534,0.001176,-0.012784,0.006298,0.00374,0.008816,0.039103,-0.000131,0.020145,0.008616,0.008939,-0.000967,-0.006029,-0.001094,0.011508,0.005107,0.015824,-0.02696,0.013041,0.008484,-0.006347,0.00281,0.010911,-0.039007,-0.018912,0.00891,0.008236,0.000264,-0.00073,0.001083,-0.011614,0.01244,0.010653,-0.000881,0.005123,0.066606,0.019164,-0.00186
HILTON WORLDWIDE HOLDINGS INC,0.019819,0.004273,-0.02413,0.003763,0.014102,0.005281,0.033152,0.00887,-0.002744,-0.007468,0.002659,0.007109,0.007003,-0.011517,0.021669,-5.5e-05,-0.001653,0.001711,0.001212,0.001926,-0.011093,-0.006386,-0.00095,0.00979,0.009418,-0.003019,0.004789,-0.002027,5.5e-05,0.001263,0.006196,0.011933,0.008993,0.00571,-0.005678,0.001014,0.022392,0.004485,0.002803,0.005229,-0.016583,0.014453,0.006659,-0.006871,0.004905,0.007245,-0.00755,-0.012285,0.007338,-0.017875,0.013624,0.017955,0.007188,-0.00243,0.009894,0.017886,0.010324,-0.00748,0.002857,0.001817,0.001765
COPART INC,-0.001792,-0.020746,-0.006111,-0.022341,-0.000419,-0.006082,0.034184,0.007345,0.010128,-0.014237,-0.005085,-0.00368,-0.003489,-0.013386,0.010436,0.008263,0.003893,-0.002449,0.000614,0.00184,-0.030408,-0.014313,-0.004057,-0.00193,0.016971,-0.001267,0.013748,-0.002295,-0.005228,0.006937,-0.003132,0.008796,0.011003,0.016222,0.000808,-0.017767,0.006989,-0.018984,0.012484,0.00596,-0.01859,0.024147,0.01687,-0.000799,0.009802,0.00733,0.002163,-0.000981,-0.008446,-0.024762,-0.000203,0.010362,-0.015484,-0.008987,0.007626,0.010636,0.039871,0.021798,0.008,0.003024,0.001319
EDWARDS LIFESCIENCES CORP,0.0096,0.011995,-0.00477,0.009296,-0.0177,0.013478,0.016334,0.026597,0.042117,0.033768,-0.01106,-0.026268,0.005743,-0.015801,0.011198,0.011741,0.005934,-0.000918,0.006561,-0.005997,-0.008918,-0.032288,0.005333,-0.009113,0.03871,0.002114,0.003824,-0.012875,-0.014772,-0.00054,-0.002298,0.008399,-0.001746,0.011439,-0.004391,-0.030603,0.013923,-0.004215,0.01816,-0.008985,0.06184,0.003058,0.093762,-0.000348,0.025447,-0.018584,-0.009352,-0.009207,0.024821,-0.009871,-0.00255,0.0,0.000697,0.009292,-0.002877,0.011195,0.001369,-0.018122,0.004179,-0.005895,-0.01314
3M CO,0.007873,0.035954,-0.016918,0.010817,0.004767,0.000871,-0.002032,-0.005816,0.015893,0.027354,-0.000561,-0.010376,0.003589,-0.024282,0.018231,0.007294,0.01674,0.005827,0.008736,-0.003373,0.00622,-0.020091,0.003525,0.003883,0.002486,0.002205,-0.007333,0.005725,-0.007345,-0.00444,-0.014493,0.003394,0.012401,0.002413,-0.11035,-0.029761,0.029387,0.000104,0.004063,-0.006537,-0.014621,0.016534,-0.010844,-0.022557,0.011108,0.000853,-0.00682,-0.003219,0.018622,-0.020818,-0.00259,0.015906,-0.012232,0.006247,-0.001198,0.00567,0.003795,-0.008209,0.005228,-0.009101,0.007216
TRAVELERS COMPANIES INC,0.00753,0.006649,0.002566,-0.002886,-0.001201,-0.003573,0.006014,0.007184,0.008494,-0.013228,0.000219,0.003282,0.015103,-0.012569,0.00941,0.001239,0.006943,0.008178,0.003764,0.006127,0.004882,-0.000627,0.006482,0.002753,-0.003936,-0.000572,0.004631,0.009218,0.003541,0.005881,0.004016,0.004304,0.067154,0.010346,-0.013467,0.0,0.00256,-0.000426,-0.001466,0.011463,-0.010209,0.003123,0.013206,-0.0081,-0.000329,0.005681,-0.001914,0.003227,0.000886,0.005869,0.003103,0.011079,-0.006803,0.011815,-0.002817,0.012849,-0.006028,-0.003983,0.008179,-0.00658,0.00245
METLIFE INC,0.002043,0.01239,-0.008985,-0.006722,-0.001259,0.009927,0.013263,0.004004,0.015798,0.010116,-0.008072,-0.017179,0.018093,-0.017771,0.005673,0.004117,0.00577,-0.003321,0.00409,-0.002414,0.018449,-0.003415,0.005512,0.021188,0.008706,-0.004315,0.001156,0.0,-0.006782,-0.008862,-0.011873,0.004599,0.017277,0.008855,-0.000576,0.003167,0.010189,0.006961,-0.007336,0.006396,-0.021042,-0.057271,0.009181,0.005762,0.002279,0.015767,-0.003731,0.011236,0.015556,-0.010358,0.007518,0.01741,-0.011073,-0.002181,0.004663,-0.00116,0.006825,-0.010962,0.008604,0.002603,0.005769
CARRIER GLOBAL CORP,0.02425,0.00451,-0.016648,0.00837,-0.002264,0.044999,0.012303,0.006792,-0.009409,0.053943,-0.025166,-0.009943,0.004052,-0.014038,0.016429,0.003162,0.005954,0.005919,-0.002423,-0.003296,-0.017406,-0.027458,0.010565,0.004326,0.012563,0.006735,0.004225,-0.003156,-0.012663,-0.005166,-0.014145,0.006175,0.008664,0.007874,-0.00728,-0.016813,0.024377,-0.014207,0.014412,0.000355,-0.028759,0.016085,0.021407,-0.009158,-0.034661,-0.008838,0.02285,0.017254,0.000536,-0.036938,0.019085,0.019091,-0.036575,-0.010556,0.006363,0.001488,0.0065,-0.00369,0.019259,-0.005087,0.014975
ROSS STORES INC,0.013499,0.006395,-0.003091,0.001437,-0.005814,0.00319,0.024303,0.001183,0.017128,-0.023082,-0.004829,0.008213,0.006146,-0.009274,0.009435,0.003974,0.004252,0.002993,0.005749,0.001375,-0.00513,-0.021136,0.00371,-0.005692,0.00974,0.000663,0.000442,0.005958,-0.001389,0.003661,-0.010797,0.013791,0.001164,0.004359,0.004702,-0.00108,0.014993,0.006747,0.008324,-0.003008,-0.015648,0.020174,0.003983,-0.006473,-0.004133,0.007667,0.019616,-0.001301,-0.003153,-0.003232,-0.003105,-0.000692,-0.002147,0.002568,0.002562,0.014363,0.007692,-0.001284,0.01204,0.005547,-0.009904
AMERICAN INTERNATIONAL GROUP INC,0.002431,0.000455,-0.001515,-0.008042,0.000612,0.001835,0.009919,0.011635,0.009559,-0.011007,-0.007219,0.006817,0.014746,-0.012159,-0.000751,0.005408,0.002988,0.000298,0.010722,-0.001768,0.016089,-0.003341,0.000291,0.005537,-0.011448,-0.005717,-0.003538,-0.004438,0.003121,-0.004148,-0.006992,0.007341,0.023647,0.006247,-0.003754,0.002319,-0.002603,0.007973,-0.002301,0.01456,-0.012361,-0.009927,0.01177,-0.010053,-0.002321,0.015123,-0.020054,0.010379,0.008825,0.005163,-0.013126,0.016337,-0.003698,-0.02727,0.008073,0.032033,0.006208,0.0,0.008833,0.006671,0.006351
D R HORTON INC,0.024986,-0.002827,0.001839,0.02203,0.020433,0.015549,0.003178,0.00648,0.031259,0.062149,-0.019722,-0.010059,0.011036,-0.005658,0.006292,-0.002594,0.005135,0.006901,0.001516,0.0,-0.013818,-0.012877,-0.001757,0.006365,0.024558,-0.003415,0.018187,0.002977,-0.00684,-0.006042,-0.006732,0.003751,0.01816,0.015454,-0.092391,-0.027388,0.016953,-0.007558,-0.002135,0.021826,-0.002443,0.030929,-0.002987,-0.009259,-0.015148,0.011256,-0.000415,0.002282,0.023256,-0.039857,0.021985,-0.000825,-0.028271,0.015573,0.003624,0.007917,0.006684,-0.001643,-0.002879,0.003713,0.023702
