permno,mkt_cap,asset_name,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26
14593,2035724520.96,APPLE INC,0.030827,0.002934,-0.001137,-0.005613,0.01227,0.005091,-0.020904,0.011989,-0.006735,-0.005147,0.05009,-0.000547,0.006963,-0.01589,0.012435,0.028465,-0.006976,0.007712,0.035766,-0.013315,-0.008527,-0.007703,-0.024719,0.012364,-0.033662,0.034123,0.008631,-0.023249,-0.001396,0.016227,-0.015127,-0.013731,0.005427,0.032856,0.036658,0.016074,0.027684,0.001679,-0.007684,-0.034985,-0.037421,0.01652,0.006337,-0.007778,0.025758,-0.003093,0.001097,-0.006574,-0.004558,-0.00192,0.001776,-0.016104,-0.017644,-0.008636,0.001233,-0.029799,-0.001111,-0.004052,-0.034783,0.002232
10107,1752660154.08,MICROSOFT CORP,0.009997,-0.003885,-0.005247,0.00056,-0.000327,0.008027,-0.01949,-0.006043,0.013015,0.004408,-0.000327,0.024051,0.000638,-0.003783,0.018299,0.006065,-0.013039,0.007827,0.009921,-0.003601,-0.011019,0.003338,-0.021266,0.000965,-0.025929,0.028457,0.006093,-0.009699,-0.011771,0.00656,-0.015346,-0.001737,0.017823,0.0365,0.002808,0.004356,0.015844,0.012199,0.002453,0.025891,-0.029172,0.033152,-0.000584,0.014571,-0.004074,0.000785,0.001115,0.005362,-0.003897,0.006878,0.002045,-0.005266,0.00435,-0.001679,-0.011567,-0.026808,-0.005288,0.005487,-0.023705,0.014804
84788,1557593326.88814,AMAZON COM INC,0.016427,-0.00514,-0.005244,-0.007578,-0.001448,0.006108,-0.023004,-0.000873,0.004814,0.013012,0.002582,0.023961,-0.001506,-0.01064,0.001415,0.000106,-0.006627,-0.003949,0.035071,0.011584,-0.010882,-0.008801,-0.021585,0.010004,-0.024897,0.007577,0.006496,-0.02152,0.002126,0.014438,-0.012136,-0.007425,0.005319,0.0457,0.013364,-0.004463,0.000538,0.009754,-0.028126,0.001559,-0.009705,0.04263,0.011104,-0.019962,0.005576,0.006349,-0.008714,-0.005399,-0.005573,-0.007439,0.004776,-0.002673,0.012142,0.005921,-0.023535,-0.021281,0.004326,-0.010947,-0.0324,0.0117
14542,667185710.88444,ALPHABET INC,0.021218,0.016601,-0.000645,0.000668,-0.004655,-0.000511,-0.018927,-0.004932,0.003628,-0.012185,0.004381,-0.002698,-0.008565,-0.009663,0.00483,-0.009124,0.005152,0.003735,0.021416,-0.00978,-0.010917,0.007105,-0.013494,0.007337,-0.003234,0.029943,0.011168,-0.022405,-0.011417,0.004495,-0.008105,-0.002293,0.031489,0.053628,0.002305,0.005182,-0.000868,0.009392,-0.045091,0.017654,-0.014691,0.03574,0.013759,0.073961,-0.00372,0.017276,-0.002426,-0.004491,0.005697,0.000243,0.003922,0.008455,0.003021,-0.00522,-0.007586,-0.017257,0.002896,0.011739,-0.030456,0.002708
93436,648381377.0,TESLA INC,0.030233,-0.027259,0.043177,0.009539,0.071314,0.012653,-0.069859,0.037371,-0.027238,0.048919,-0.010284,-0.01655,0.053198,0.059613,-0.06495,-0.014649,0.008808,0.024444,0.002901,0.003465,0.043229,0.015674,0.034152,0.007317,0.02839,0.079447,0.078403,-0.078214,0.047153,0.005851,-0.011013,-0.022296,0.02226,0.006986,-0.00642,0.001953,0.040348,0.0026,-0.021436,-0.033246,-0.050154,0.058322,0.039271,-0.020738,-0.005499,0.002635,0.01313,-0.016168,-0.052551,0.008499,0.005495,-0.024384,0.002424,-0.013494,-0.007722,-0.085499,-0.021917,0.061788,-0.080591,-0.00985
13407,619691513.76,FACEBOOK INC,0.034589,0.003385,-0.01972,-0.007628,0.021022,-0.007634,-0.019337,-0.002879,-0.012883,0.00234,0.00496,0.000436,-0.004317,0.006995,-0.013061,-0.020895,0.003819,-0.002648,0.035901,-0.000794,-0.01774,0.004745,-0.015449,0.007548,-0.028269,0.020622,-0.004354,-0.040102,-0.022388,0.00219,-0.023844,0.023286,0.038749,0.024435,0.020151,0.005974,0.012787,0.014532,-0.035136,-0.026237,-0.02517,0.014245,0.01935,-0.00161,-0.0006,0.006042,-0.00567,0.010766,0.008981,-0.005444,0.000407,0.012828,-0.00146,-0.015279,-0.029066,-0.004703,0.021223,-0.005811,-0.036397,0.011504
90319,608063156.69211,ALPHABET INC,0.023347,0.016493,-0.001715,0.001054,-0.00369,-0.003137,-0.018478,-0.005743,0.004045,-0.0127,0.005033,-0.002209,-0.009492,-0.00821,0.004831,-0.008267,0.004656,0.003431,0.022951,-0.009132,-0.012237,0.00944,-0.015126,0.008064,-0.009868,0.029869,0.013239,-0.023106,-0.010739,0.005652,-0.009346,-0.001907,0.032907,0.053573,0.00217,0.004464,0.000909,0.007216,-0.046652,0.018835,-0.013943,0.035959,0.013761,0.072825,-0.00255,0.017141,-0.002063,-0.00438,0.005344,0.001088,0.003007,0.00748,0.003752,-0.006046,-0.008073,-0.016541,0.002853,0.011499,-0.032565,0.002956
47896,449090138.02,JPMORGAN CHASE & CO,0.015779,0.019208,-0.006555,0.009073,-0.00376,0.000985,-0.007787,-0.006444,-0.005903,-0.010539,0.017075,0.002909,-0.008287,-0.00493,0.037538,-0.015217,0.027945,-0.004398,0.006585,-0.002633,0.0028,0.013641,-0.009444,0.005402,0.046956,0.032839,0.001104,0.014924,0.015719,0.000927,0.005842,-0.017922,-0.004328,-0.014996,-0.008384,-0.007713,-0.012482,-0.004087,-0.028272,0.017597,-0.011068,0.007383,0.030782,0.011451,0.023013,-0.001953,0.015655,-0.003996,0.000573,-0.002792,0.014217,0.024071,0.003111,0.003377,0.016691,0.009391,0.008032,0.017595,-0.013572,-0.026525
22111,416540659.08680004,JOHNSON & JOHNSON,0.019146,0.00468,0.005805,0.008524,-0.008651,0.017319,0.010228,-0.005552,0.004598,-0.025368,0.010062,-0.005977,0.026391,0.005794,-0.009643,-0.001961,-0.005107,0.003488,0.004722,0.006201,0.012391,0.008523,-0.005592,0.011757,0.00941,0.003379,-0.002058,-0.004186,-0.007781,-0.001518,0.017481,-0.002179,0.015471,-0.002457,-0.004003,0.011253,0.014858,0.027112,-0.015251,0.007624,-0.035647,-0.002575,-0.008973,-0.004651,0.009284,0.015186,0.002858,0.008186,0.003248,-0.004496,0.003131,-0.009065,0.003574,0.000483,-0.016653,-0.000614,-0.008834,0.013401,0.001046,-0.026419
14888,393016787.95001996,ALIBABA GROUP HOLDING LTD,0.002468,-0.010189,0.021391,0.001274,-0.012161,0.007917,-0.008606,0.004056,-0.001246,-0.032169,-0.003593,0.026577,0.009699,-0.016753,0.001654,-0.017663,0.001368,-0.133422,0.001622,0.062511,0.009016,-0.023743,-0.020969,0.05508,-0.053203,-0.003119,0.040943,-0.037343,-0.007785,0.042996,0.032639,0.001976,0.03364,0.054997,-0.020679,-0.005308,0.010672,0.017369,-0.021322,0.00196,-0.026576,0.042785,-0.038498,0.035088,0.0134,-0.004832,-0.011593,0.014852,0.004878,0.004257,-0.004016,0.01064,0.00048,-0.023336,-0.003478,-0.036382,-0.004921,-0.009535,-0.040585,-0.010076
55976,367580837.11999995,WALMART INC,-0.000982,-0.013889,-0.008105,-0.002612,-0.005372,0.009047,-0.007896,-0.004654,-0.000272,-0.009184,-0.000481,-0.00103,0.004607,-0.001027,0.000137,-0.012126,-0.006796,0.001955,0.011986,-0.006335,-0.000832,-0.000208,0.016511,-0.005323,0.006244,-6.8e-05,-0.000136,0.004501,0.011406,-0.010203,-0.003255,-0.015854,-0.008642,0.014785,-0.004536,0.010217,-0.000888,0.00896,-0.02488,-0.000626,-0.022678,-0.008684,0.01077,0.003055,0.009419,0.012839,0.004641,0.005516,-0.011657,-0.000763,0.003125,0.008237,0.010573,-0.06481,0.00494,-0.004699,-0.016123,-0.016683,-0.009459,-0.015385
92611,360237652.46,VISA INC,0.004041,-0.00483,-0.010134,0.022254,-0.000141,0.000564,-0.014993,-0.0094,-0.006599,0.004897,0.005356,-0.000432,0.013972,0.000616,-0.010885,-0.015167,-0.002623,0.016561,0.018831,0.008183,0.018613,0.001694,-0.004435,-0.014925,-0.008811,0.005597,0.00767,-0.011882,-0.01893,0.002346,-0.035777,-0.001338,0.000347,0.021571,-0.004223,-0.015209,-0.005148,0.005125,-0.03485,0.016669,-0.025073,0.026442,0.021426,-0.006169,0.039184,-0.002294,-0.009005,-0.001788,-0.000387,0.021992,-0.003323,-0.009811,-0.001876,0.008867,-0.022068,0.017535,0.018193,0.03451,-0.025885,-0.006363
91233,348594275.80147,MASTERCARD INC,0.007043,0.003954,-0.014932,0.027481,-0.009845,-0.000499,-0.011561,-0.015823,-0.012367,0.011392,0.007549,-0.004646,0.014453,0.010181,-0.017512,-0.00637,-0.00906,0.020563,0.025208,0.006358,0.025645,0.003909,-0.015269,-0.011579,0.000374,0.007913,0.011405,-0.015967,-0.015164,0.009944,-0.056016,-0.011226,0.008291,0.02752,-0.001403,-0.016296,0.000608,-0.004526,-0.03726,0.027861,-0.024639,0.016662,0.039837,-0.004636,0.024067,-0.006103,-0.005077,-0.010652,0.002309,0.025912,-0.005454,0.000616,-0.011371,0.00335,-0.01563,0.022481,0.02865,0.048228,-0.034711,-0.002031
26403,343157488.40735996,DISNEY WALT CO,0.009662,0.027904,-0.002409,0.005873,-0.002984,0.00026,0.004619,0.001684,0.135949,-0.036535,0.027407,-0.004714,0.002484,-0.003803,-0.012725,-0.001406,0.018187,0.001037,0.029529,-0.008722,0.021827,5.5e-05,-0.019318,0.004277,0.003811,-0.003015,0.000616,0.002238,-0.01731,0.000739,-0.015274,-0.011474,0.004783,0.008011,-0.013591,0.008758,-0.005151,-0.013555,-0.038511,0.054285,-0.021585,0.01665,0.035035,-0.002995,0.021538,0.00516,0.048797,-0.009421,0.007545,0.00675,-0.016971,-0.007034,0.000483,-0.018451,0.003552,0.04416,0.027795,0.002131,-0.033062,-0.010158
86580,340119612.4,NVIDIA CORP,-0.000858,0.011539,-0.010669,0.012112,0.003577,-0.018869,-0.031405,0.003209,0.003161,0.022708,0.003888,-0.008832,0.007457,-0.005191,0.00454,-0.00405,-0.020259,-0.001191,-0.007215,0.003353,0.015645,-0.006903,0.004481,0.02221,-0.058953,0.05783,-0.00504,0.025966,-0.010039,0.003485,-0.024498,-0.025814,0.012889,0.026142,0.03754,-0.011177,-0.004321,-0.015967,-0.038518,0.010315,-0.004693,0.019034,0.024156,-0.001936,0.009885,-0.005361,0.062376,-0.012155,0.035125,0.032951,-0.018983,0.024664,-0.027674,-0.005166,0.006575,-0.038237,-0.01489,0.025244,-0.082178,0.030584
83443,329727651.81048,BERKSHIRE HATHAWAY INC DEL,0.003364,0.003222,0.002604,0.001428,-0.00912,-0.00458,-0.00298,-0.000703,-0.004223,-0.015637,0.006866,-0.011008,0.012483,-0.005563,0.000269,-0.007204,0.010636,0.010212,0.008299,0.005079,0.000348,0.009667,-0.01475,-0.00429,0.012309,0.011335,0.004938,-0.002564,-0.001714,0.006351,0.002175,-0.00651,0.00454,0.000895,-0.002556,-0.005296,0.000386,-0.00618,-0.01818,0.01579,-0.013336,0.006363,0.012733,0.001895,0.01328,-0.002587,0.00961,0.010488,4.2e-05,-0.000667,0.011261,0.011631,-0.000122,-0.007136,-0.006776,0.012901,0.002286,0.011893,-0.019159,-0.013049
92655,315217312.62,UNITEDHEALTH GROUP INC,0.01442,0.01867,0.003222,0.007055,-0.005802,0.0,-0.009918,-0.013821,-0.007596,-0.002789,0.010532,-0.000972,0.006866,-0.009629,-0.006797,-0.003184,0.007701,0.009479,0.015141,0.004047,-0.006794,0.016493,-0.003365,-0.013448,0.041966,0.016033,-0.004493,-0.007265,-0.009369,-0.00652,-0.012703,0.002197,0.002533,-0.003833,0.011857,-0.020986,0.000748,-0.013513,-0.029495,0.015496,-0.013515,0.001259,0.014132,-0.00245,-0.025363,-0.014606,-0.000524,0.01631,0.011437,-0.00099,-0.014502,-0.011029,0.0069,0.004742,-0.011662,0.009428,0.005707,0.008194,-0.010054,0.010186
15488,304330095.31176,PAYPAL HOLDINGS INC,0.011302,-0.01838,0.009315,0.015056,0.000735,-0.004543,-0.028303,0.021537,-0.005944,0.03144,0.003669,0.038809,0.023067,0.003991,0.005371,0.024272,-0.016633,-0.003341,-0.012194,-0.019938,0.002078,0.011619,-0.009735,0.012892,-0.034396,0.036195,0.031569,-0.020457,0.000589,0.03055,-0.011597,-0.009378,0.031111,-0.012093,0.017932,0.013514,-0.016865,-0.027245,-0.045892,0.034139,-0.014635,0.03218,0.029977,0.01124,0.073561,-0.003661,0.047246,0.007194,-0.003589,0.006533,0.046802,0.021517,-0.024902,-0.021501,-0.013376,-0.045553,-0.032317,0.004038,-0.04559,0.023273
18163,304189660.28000003,PROCTER & GAMBLE CO,0.0036,-0.007247,-0.007372,0.000947,0.001528,0.002687,-0.01188,-0.006598,0.00738,-0.004835,0.005889,0.004537,0.007139,0.005714,-0.010932,-0.007054,-0.001538,0.010122,0.006971,-0.001875,-0.004696,0.009944,-0.009487,0.006385,0.010526,-0.009346,-0.000432,-0.006773,-0.005803,0.001532,-0.010637,-0.007511,-0.008755,-0.0125,-0.00098,-0.007709,0.017231,0.006428,-0.03539,0.015423,-0.016493,0.005928,-0.001396,0.001242,0.00062,0.004185,-0.003087,-0.003871,-0.003497,0.000858,-0.005533,0.002351,0.004221,0.008329,-0.018606,-0.004248,0.007426,0.001098,-0.00846,-0.024096
59408,299657886.06,BANK OF AMERICA CORP,0.018821,0.012896,0.001032,0.013144,-0.006828,-0.0055,-0.004494,0.010764,-0.01855,-0.012251,0.014883,0.002793,0.00383,-0.00555,0.037321,-0.017821,0.028757,-0.002995,0.005674,-0.003983,-0.001,0.011007,-0.009238,0.007659,0.062459,0.022084,-0.010043,0.0166,0.017841,-0.005942,0.01584,-0.028832,-0.00727,-0.013122,-0.017625,-0.006925,-0.012361,-0.00706,-0.035876,0.016426,-0.022098,0.010455,0.035714,0.017725,0.029132,-0.004,0.022243,-0.004231,0.00091,-0.003032,0.014903,0.02697,0.004085,-0.006394,0.010237,0.017661,0.010526,0.024212,-0.01237,-0.033955
66181,278129102.34,HOME DEPOT INC,-0.00292,-0.014461,-0.010918,-0.015477,-0.005114,-0.003503,0.014749,-0.002899,-0.000982,0.003893,0.009037,0.006008,0.016247,-0.012848,0.001997,-0.003506,-0.000852,0.004114,-0.006164,-0.011365,-0.003494,0.001357,-0.0064,0.008071,0.005713,-0.004896,0.010629,0.007953,0.018803,-0.008251,-0.020836,0.027018,-0.008709,0.004063,0.017317,0.017739,0.003803,-0.008699,-0.030255,0.014596,-0.026002,-0.002769,0.007739,0.007385,0.01696,0.000143,0.004196,-0.011642,0.006937,-0.005849,0.001624,-0.007639,0.020081,0.007582,-0.012047,-0.013553,-0.031213,-0.027204,-0.018156,0.012106
59328,246949140.0,INTEL CORP,0.025026,0.00686,0.021844,0.019514,-0.034337,0.009761,-0.012231,0.003795,-0.010545,0.01488,0.003864,0.008981,-0.009194,-0.062981,-0.023177,-0.004098,0.008664,0.010737,0.0,0.049288,-0.012958,0.021949,-0.003011,0.018925,0.009682,0.021331,-0.010347,-0.00213,0.032984,0.069684,0.040386,-0.028186,0.007121,0.011726,0.064599,-0.092859,-0.021532,-0.004149,-0.029343,0.046184,-0.009899,0.021257,0.023108,-0.005517,0.025269,-0.010376,0.016844,-0.006423,0.001361,0.030581,0.018958,0.010678,-0.009925,-0.00388,0.022724,-0.036502,0.006753,0.033868,-0.044153,0.006291
89525,240994296.64,COMCAST CORP NEW,0.015526,0.000588,0.010578,0.001938,0.004643,-0.010014,-0.002918,-0.015217,0.008914,0.001178,0.010198,-0.001553,-0.001361,-0.008956,-0.010413,-0.006949,0.0003,0.006895,0.01449,0.008609,-0.006596,0.023238,-0.036069,-0.005939,0.011605,0.001978,0.017371,-0.000388,-0.029309,0.002999,-0.011563,-0.017951,0.003183,0.000717,0.005115,-0.009159,0.005957,0.022871,-0.03334,0.065675,-0.039341,0.011701,0.020538,-0.013873,0.019418,-0.006608,0.014479,0.016779,0.000569,0.0091,0.0,-0.007327,0.002839,-0.008115,-0.008752,0.007678,0.016,0.001125,-0.021723,0.009188
89393,238653961.89209998,NETFLIX INC,0.028286,-0.002378,-0.011641,0.001588,0.035059,-0.006049,-0.037179,0.015174,0.004251,0.038154,-0.005053,0.009716,0.015376,0.002909,-0.010366,-0.002987,-0.024368,-0.000991,0.01002,0.022635,-0.01183,0.030767,-0.033048,-0.00394,-0.038998,0.016784,0.002967,-0.02214,-0.009718,0.027395,-0.013647,-0.00575,0.007611,0.168543,-0.011086,-0.0253,-0.014845,0.00925,-0.068781,0.029277,-0.01153,0.012491,0.016919,-0.01589,0.023561,-0.002481,-0.005211,0.02035,0.008085,-0.010646,-0.001919,0.001366,-0.010659,-0.005659,-0.014593,-0.011921,0.023174,0.013293,-0.012125,-0.014359
17778,236612420.0,BERKSHIRE HATHAWAY INC DEL,0.003046,0.003321,0.002342,0.000894,-0.009974,-0.003662,-0.0052,-3e-06,-0.00128,-0.013715,0.00523,0.003992,0.003853,-0.005604,0.001536,-0.007801,0.002743,0.01058,0.006874,0.006477,0.000798,0.007882,-0.012334,-0.004963,0.012782,0.011266,0.00557,-0.00565,0.001171,0.007801,-0.001113,-0.007032,0.006149,0.000928,0.003399,-0.009548,0.003651,-0.007673,-0.016466,0.013889,-0.011832,0.00603,0.01163,0.001428,0.011574,-0.001012,0.007616,0.014282,-0.002512,0.000996,0.009263,0.011871,0.00316,-0.008367,-0.008165,0.01331,0.004888,0.010632,-0.0192,-0.008755
11850,230174470.70999998,EXXON MOBIL CORP,0.009704,0.037403,0.00676,0.036558,-0.018714,0.032763,0.013258,0.028271,-0.004772,-0.036073,0.019422,0.015335,-0.005034,-0.017249,-0.018254,-0.016925,0.012852,-0.00407,0.003365,-0.01126,0.007996,-0.009135,0.006793,0.048193,0.025517,0.007846,0.011121,0.030356,0.022203,0.011278,0.039034,-0.048102,0.019837,0.014128,-0.02867,-0.014134,-0.011174,-0.021962,-0.011336,0.015656,-0.026487,0.001784,0.015806,0.039229,0.01919,0.03352,0.043043,-0.011516,0.009678,-0.025039,0.013644,0.030087,0.015565,-0.015705,0.006728,0.036853,0.013812,0.029973,-0.016579,-0.024928
65875,228839639.7,VERIZON COMMUNICATIONS INC,0.002814,0.012876,0.006193,-0.003077,-0.003249,0.00163,0.000163,-0.015457,-0.002644,-0.006131,0.009503,-0.01057,0.001669,0.007499,-0.016044,-0.008405,-0.000509,-0.002035,0.002379,-0.002882,-0.011393,0.010492,0.001702,-0.004588,0.01212,-0.002235,-0.012472,-0.005882,-0.003481,-0.003493,-0.000351,0.005961,-0.005751,0.003681,0.000175,0.003492,0.01653,-0.031667,-0.025455,0.004353,-0.011197,-0.008585,0.004053,0.005321,0.006388,0.003264,-0.004881,-0.000908,-0.000727,-0.00655,-0.007326,-0.000922,0.052447,-0.000176,-0.009301,0.0,0.010275,0.001578,-0.010854,-0.021239
75510,220331787.21326,ADOBE INC,0.001421,0.004404,0.006275,0.003552,0.01286,0.006155,-0.0233,-0.014202,-0.002013,0.022084,-0.007771,0.015042,0.011145,0.015322,-0.009067,0.011597,-0.0144,0.005937,-0.00182,0.006333,-0.009281,0.005367,-0.029553,0.000721,-0.039902,0.024512,0.015406,-0.022387,-0.005461,0.000848,-0.0186,-0.011203,-0.003449,0.028981,0.004875,0.00089,0.002117,0.005999,-0.034182,0.012326,-0.014817,0.024479,0.031766,-0.006207,0.01548,0.005599,0.003333,0.004638,-0.006814,0.008018,0.00447,0.005613,-0.020752,-0.005822,-0.018941,-0.024608,0.001006,0.018854,-0.036633,0.001111
20482,212193743.62,ABBOTT LABORATORIES,0.002495,-0.003134,-0.005733,0.003441,-0.006673,-0.003545,-0.004494,0.001881,0.004694,-0.002149,0.00618,-0.001024,0.013415,0.001747,-0.008076,0.001758,-0.007665,0.008376,-0.005168,0.00501,0.001015,0.009683,-0.003471,0.012373,-0.002082,0.009707,0.002785,-0.006899,-0.018044,0.030412,-0.014802,0.01145,0.011411,0.002843,0.000531,-0.000974,0.016661,8.7e-05,-0.003835,0.053373,0.02658,-0.008496,-0.018769,-0.000166,-0.003993,0.035828,0.003789,0.005221,0.001119,0.012371,0.010959,-0.001638,-0.006093,-0.014382,-0.018898,-0.003982,-0.01428,0.013079,-0.006537,-0.014805
11308,211113194.88,COCA COLA CO,0.008527,0.001345,0.012857,0.020273,-0.01597,0.003586,0.002821,-0.00525,0.005655,-0.001499,0.0107,-0.014487,0.003958,0.008823,-0.017306,-0.000947,0.006065,0.006782,0.013473,-0.000554,0.005727,0.007348,-0.037929,-0.010993,-0.031813,-0.011085,0.022418,-0.017228,-0.001793,0.000998,-0.018541,-0.010766,-0.003901,0.003504,0.005546,-0.009397,0.005981,0.010455,-0.015419,0.012776,-0.020346,0.006854,0.009901,-0.003881,0.004921,0.013059,0.005438,-0.004407,-0.002012,0.014113,0.007753,-0.008286,-0.002785,0.012767,-0.013,0.010377,-0.001778,0.003364,-0.010649,-0.02352
66093,198904870.07,A T & T INC,0.004174,0.00762,0.004813,0.010606,0.003385,0.039474,0.021097,-0.024476,0.010427,-0.014834,0.000982,-0.009483,-0.02212,-0.007427,-0.013265,-0.021027,0.012324,-0.002087,-0.00488,-0.00035,-0.001752,0.009477,0.023644,-0.006114,0.019481,0.002682,-0.01237,-0.005169,-0.004157,-0.00487,0.023768,-0.004097,-0.007542,0.000345,-0.004489,0.003469,0.006222,0.021986,-0.020504,-0.011668,-0.005903,0.000699,-0.003839,-0.001051,0.013329,0.001385,-0.005531,-0.005214,-0.002446,0.004904,0.003834,0.005903,0.020711,-0.011498,-0.007869,0.011035,-0.004775,0.006854,-0.025528,-0.025847
90215,198689411.0,SALESFORCE COM INC,-0.018104,-0.085229,0.000861,0.02213,0.008147,0.000703,-0.031993,0.010654,-0.002243,-0.00517,-0.005062,0.015762,0.010285,0.006684,-0.004221,0.020753,-0.016179,-0.007255,-0.005049,-0.009704,-0.00027,0.000585,-0.009976,0.005492,-0.024242,0.008466,0.018626,-0.017069,-0.012509,0.012342,-0.011825,-0.01141,0.016984,0.030818,-0.005684,0.016204,0.000664,0.001505,-0.006541,0.007652,-0.00415,0.012857,0.025125,0.002647,0.013457,0.003824,0.000167,-0.009333,8.5e-05,0.019094,-0.003606,0.034197,-0.003741,-0.002625,-0.001822,-0.022753,-0.022038,0.020497,-0.039049,-0.063095
50876,196371903.14,LILLY ELI & CO,-0.000618,-0.002748,-0.007233,0.030116,-0.006938,0.012753,0.058272,0.018987,-0.005963,-0.013309,0.060287,0.027594,0.003371,-0.007125,-0.015286,-0.012205,-0.007438,0.007131,-0.00096,0.00048,0.002581,0.010957,-0.019782,0.004955,-0.012025,0.009189,0.003498,0.117361,-0.0384,0.037472,0.006415,0.021854,0.040415,0.014006,0.005416,0.01873,0.030125,0.001742,-0.02421,0.012285,-0.010232,-0.023225,-0.027469,-0.003037,0.02366,0.000744,0.019825,-0.019731,0.013286,-0.004697,0.02325,-0.007381,0.003402,-0.025865,-0.000994,-0.001195,0.00897,0.010075,-0.003423,0.00525
14541,192637700.0,CHEVRON CORP NEW,0.003097,0.027673,-0.000779,0.038753,-0.027015,0.008594,-0.012017,0.032176,-0.009641,-0.032558,-0.000783,-0.007609,-0.003157,-0.013799,-0.012616,-0.020095,0.015766,-0.004201,-0.005039,-0.003416,0.00851,-0.010313,0.003079,0.027033,0.032184,0.004677,0.009532,0.005709,0.018996,-0.000964,0.024021,-0.035606,0.026279,0.009205,-0.035332,-0.003043,-0.009048,-0.016942,-0.012981,0.009297,-0.042912,0.014202,0.007522,0.021824,0.00045,0.002921,0.024871,-0.005684,0.01715,-0.005404,0.00576,0.020205,0.029958,-0.009591,0.008421,0.027036,0.012603,0.036937,-0.009292,-0.02296
93002,191848860.74,BROADCOM INC,0.007446,-0.002076,-0.009734,0.029715,0.022372,0.005987,-0.016981,-0.014848,-0.010292,0.014736,0.015202,0.016361,0.002824,0.028303,-0.013071,0.00984,-0.01764,0.014102,0.000973,-0.006576,0.013495,0.006945,-0.028846,0.006773,-0.006167,0.042143,0.005075,0.000269,0.008143,0.00405,0.001906,-0.013759,0.0301,0.005683,0.010695,-0.003856,-0.000495,-0.001979,-0.041326,0.015831,-0.002745,0.036049,0.021725,-0.024514,0.011694,-0.009817,0.014356,0.004083,-0.00965,0.017743,0.016576,0.005778,-0.013596,0.001617,0.013864,-0.027757,-0.009363,0.01903,-0.049326,0.027802
13721,190256126.67999998,ABBVIE INC,-0.005164,0.009131,-0.002381,0.024251,-0.013423,0.017479,0.0091,-0.010859,-0.010699,-0.020124,-0.013244,0.017701,0.002389,-0.004195,-0.007085,-0.008774,0.004669,-0.000194,0.00184,0.012083,0.005444,0.017859,-0.016239,0.010341,-0.008638,0.010703,0.005248,0.016314,0.006971,0.024321,0.004269,-0.009944,0.01502,0.003922,-0.012076,-0.003595,-0.003247,-0.015385,-0.055239,0.013815,-0.016601,-0.001756,0.011437,0.033633,0.014773,0.001843,-0.017383,-0.013478,-0.012808,-0.002883,0.006651,-0.002298,0.020058,-0.002164,-0.0099,0.019522,-0.007379,0.022772,-0.012513,0.00382
10104,189919633.34,ORACLE CORP,0.017672,0.005788,0.003216,0.011642,-0.002668,-0.012876,0.011858,-0.004186,0.018998,0.002475,0.018104,0.014872,0.013221,0.022795,-0.008915,0.010391,0.002302,-0.005207,-0.001385,-0.00632,-0.000931,0.004503,-0.014531,-0.012392,-0.002382,0.007991,0.004915,-0.005522,-0.009678,-0.005767,-0.007412,0.002922,-0.007931,0.004405,-0.005686,-0.013887,0.008946,0.014778,0.012136,-0.021263,-0.012904,0.017872,0.013982,-0.003207,0.01898,0.003946,-0.007704,0.008873,-0.006282,-0.009009,0.006061,-0.014902,-0.000805,-0.000322,-0.015144,0.05431,0.000776,0.003101,0.009274,-0.012098
76076,189431537.82,CISCO SYSTEMS INC,0.012087,0.008039,0.005013,0.006121,-0.000676,0.000451,0.007212,-0.008279,0.0,-0.001805,0.01085,0.0,0.002236,0.013833,-0.012324,-0.004234,-0.007049,0.003718,0.008532,-0.006233,-0.003584,0.00607,-0.009609,0.000455,0.00955,0.012613,0.002224,0.006658,0.00948,-0.009391,-0.00463,0.006202,-0.005283,0.003319,-0.005073,-0.007537,0.005807,0.005108,0.009722,-0.007877,-0.016762,0.018394,0.009471,-0.001309,0.032336,0.017566,0.017887,-0.008991,-0.025979,0.007197,-0.006095,-0.016494,-0.00559,0.001946,-0.014243,-0.005473,0.001761,0.005054,-0.00481,-0.01428
