permno,mkt_cap,asset_name,2014-02-03,2014-02-04,2014-02-05,2014-02-06,2014-02-07,2014-02-10,2014-02-11,2014-02-12,2014-02-13,2014-02-14,2014-02-18,2014-02-19,2014-02-20,2014-02-21,2014-02-24,2014-02-25,2014-02-26,2014-02-27,2014-02-28,2014-03-03,2014-03-04,2014-03-05,2014-03-06,2014-03-07,2014-03-10,2014-03-11,2014-03-12,2014-03-13,2014-03-14,2014-03-17,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-28,2014-04-29,2014-04-30
10104,182279259.68,ORACLE CORP,-0.028726,0.003348,-0.000278,0.021419,0.0128,0.002958,0.014477,0.006078,0.009194,-0.011452,-0.000263,-0.002634,0.010563,-0.004442,0.00105,0.002884,0.006536,0.011688,0.004108,-0.015341,0.023371,0.002284,-0.001013,-0.015966,0.000773,0.001029,-0.009769,-0.022586,-0.001328,0.016489,0.016222,-0.007467,-0.004669,-0.022674,0.018133,0.005762,0.017708,0.004094,0.00841,0.033864,0.014178,-0.008677,-0.018478,-0.006688,-0.012756,0.019509,0.015905,-0.026663,-0.020357,0.015136,0.004043,0.010068,-0.001246,0.003992,0.005467,-0.01656,-0.001005,-0.007547,0.017237,-0.000498,0.019197
11308,179279514.57,COCA COLA CO,-0.016393,0.007527,0.003469,0.011167,-0.002104,0.016337,0.001815,-0.003364,0.003636,0.007244,-0.037503,-0.009875,0.005391,-0.003217,0.008607,0.0072,0.002648,0.005281,0.003415,-0.002094,0.004984,0.001044,0.003129,0.002079,0.002594,0.003881,-0.000644,-0.012997,0.005267,0.00262,0.003397,-0.006771,0.008128,-0.00026,-0.001041,0.005729,-0.000259,0.005439,0.003349,-0.007445,-0.006467,-0.002083,-0.006783,0.00394,0.010466,0.00725,0.002314,-0.002565,-0.006685,0.002589,0.037439,0.010204,0.003203,0.000737,-0.000982,0.000491,-0.000737,0.007617,0.000488,-0.011211,0.005423
22752,171560011.20000002,MERCK & CO INC NEW,-0.016802,0.027458,0.000374,0.004484,0.018598,0.002191,0.014757,-0.012567,0.001818,0.006171,0.004509,-0.011672,0.01399,0.003942,0.002677,-0.004806,0.006439,0.006931,0.005824,-0.010002,0.011344,-0.003155,0.006681,0.003668,-0.00261,-0.010991,0.002117,-0.01021,-0.001613,0.010054,0.001778,-0.006565,-0.007144,-0.01673,-0.0161,0.026218,0.015039,-0.005177,0.004486,0.014112,-0.007046,0.001597,-0.004428,-0.001601,-0.016572,-0.002718,0.037427,-0.021891,0.001253,-0.006259,0.008638,0.003747,0.003733,0.013813,0.009083,-0.004674,0.000522,-0.005041,-0.009783,0.035992,-0.002725
17778,165829950.0,BERKSHIRE HATHAWAY INC DEL,-0.025054,-0.002711,-0.004501,0.011732,0.018133,0.000651,0.008249,-0.002199,0.012237,0.001179,-0.000771,-0.012839,-0.001388,0.001625,-0.00067,0.004206,-0.001453,0.007374,0.011518,0.004559,0.019995,0.003741,0.019703,0.008766,0.0143,0.003761,0.003469,-0.010653,-0.010175,0.006472,-0.001027,-0.00541,0.014576,0.007023,-0.00708,0.000359,-0.010971,0.003576,-0.000275,0.011888,-0.000732,-0.002425,-0.002527,-0.002867,-0.005669,-0.000325,0.006808,-0.013421,-0.003503,0.002476,0.013252,0.017561,0.009206,-0.006069,0.006534,0.000419,-0.001572,0.000976,0.003744,0.005982,0.003791
59408,159424881.3,BANK OF AMERICA CORP,-0.023881,0.0,0.003058,0.017683,0.007789,-0.005945,0.009569,-0.007701,0.0,-0.002985,-0.013773,-0.016393,0.006173,-0.000613,0.014733,-0.011494,-0.000612,0.009798,0.002426,-0.013914,0.02638,0.03168,0.005797,-0.001153,0.008078,-0.011448,0.000579,-0.006944,-0.020979,0.018453,0.004676,0.014543,0.027523,-0.020089,-0.01082,-0.009211,-0.001743,-0.009895,-0.001764,0.012957,0.00814,-0.006344,-0.004643,-0.025073,-0.020335,0.003663,0.010949,-0.030084,-0.021712,0.014585,0.024375,-0.015863,0.00124,-0.003715,0.01243,0.004911,-0.001833,-0.023868,-0.062696,0.019398,-0.006562
83443,151948564.74267,BERKSHIRE HATHAWAY INC DEL,-0.023387,0.001285,-0.003207,0.012686,0.02224,0.0,0.00888,-0.002729,0.012357,0.00218,-0.001914,-0.011941,-0.002294,0.000707,0.000177,0.006537,-0.002106,0.00774,0.010473,0.002418,0.021627,0.003458,0.018659,0.012129,0.011657,0.004754,0.00385,-0.012463,-0.008899,0.006938,-0.000649,-0.005354,0.014843,0.006107,-0.007029,0.001207,-0.01173,0.00374,0.000486,0.011657,-0.00072,-0.003283,-0.001285,-0.003298,-0.006295,8.1e-05,0.007147,-0.014031,-0.004662,0.004848,0.012102,0.018017,0.009365,-0.005347,0.005138,0.000393,-0.001965,0.002442,0.003457,0.006186,0.002802
90319,150658579.84,GOOGLE INC,-0.040255,0.004173,0.004428,0.014661,0.01507,-0.00383,0.014707,-0.002932,0.011132,0.002417,0.006718,-0.007053,0.001472,-0.000266,0.007244,0.006177,0.000139,-0.000787,-0.00292,-0.010661,0.010161,0.002757,0.001108,-0.003952,-0.002651,-0.009558,0.006092,-0.015108,-0.013675,0.016456,0.016073,-0.009915,-0.001743,-0.011795,-0.021225,0.000682,-0.023086,-0.015628,0.005268,-0.005035,0.018286,0.000185,0.005399,-0.045932,-0.008473,0.031223,0.017094,-0.035888,-0.016335,0.013835,0.00642,0.027702,-0.03646,-0.007307,0.011365,-0.014647,-0.005712,-0.021219,-0.000229,0.025527,-0.002704
70519,145540998.0,CITIGROUP INC,-0.022981,0.009495,0.005986,0.025287,0.022591,-0.000405,0.006894,0.006041,-0.002002,-0.006819,-0.002827,-0.024099,-0.001245,0.002701,0.014919,-0.011842,-0.001653,0.007657,-0.001232,-0.020975,0.025625,0.012083,0.005868,-0.001811,-0.001008,-0.022998,-0.009292,-0.013547,-0.009508,0.018131,0.00859,0.016618,0.026155,-0.002788,-0.000599,0.004995,-0.002783,-0.054027,-0.004215,0.007407,0.004202,0.009205,-0.011609,-0.011955,-0.011887,0.001074,0.012017,-0.01972,-0.011897,0.043564,0.013426,-0.002691,0.00083,-0.007881,0.003763,0.007913,-0.001446,-0.012001,-0.009424,0.018182,-0.005191
84788,139950589.71,AMAZON COM INC,-0.034961,0.0052,-0.004311,0.023495,0.018303,-0.000582,0.002549,-0.034661,0.022763,0.00042,-0.010354,-0.017729,0.006966,-0.008691,0.014477,0.018591,0.00413,0.000917,0.00547,-0.006407,0.011451,0.023276,-0.000564,-0.000269,-0.004112,-0.004615,0.004935,0.002347,0.006002,0.003478,0.009946,-0.014626,-0.011414,-0.022631,-0.024319,0.008128,-0.031857,-0.014385,-0.000532,-0.00569,0.019696,-0.003003,-0.024389,-0.031833,-0.016223,0.029299,0.014477,-0.044288,-0.016966,0.013409,0.000538,0.024045,0.0038,0.018344,-0.004685,-0.014393,0.038727,-0.098828,-0.023862,0.012813,0.012484
26403,139008361.06,DISNEY WALT CO,-0.036083,0.015145,0.009993,0.052954,0.001456,0.018369,0.009473,0.001543,-0.000128,0.017073,0.004418,-0.008922,0.004057,0.01187,0.007488,-0.006441,-0.001621,0.004995,0.0041,-0.016706,0.028316,0.011871,0.007983,-0.013559,-0.002919,-0.011224,0.004071,-0.017818,0.001752,0.016486,0.007372,-0.017929,0.003602,-0.005692,-0.010703,0.000755,-0.011691,-0.001781,0.006498,0.013673,0.018734,0.001226,0.000245,-0.015424,-0.016163,0.005561,0.011311,-0.036784,-0.006451,0.007921,0.000515,0.016611,0.013173,-0.011001,0.004298,0.000881,0.00088,-0.017088,-0.005752,0.011057,0.008901
92602,135014170.01000002,PHILIP MORRIS INTERNATIONAL INC,-0.035193,0.019764,0.00026,0.015735,0.027397,-0.017944,0.008248,-0.012837,0.010199,0.014513,-0.004727,-0.005124,0.001382,-0.009284,0.002533,0.0096,-0.00538,0.016101,0.001609,-0.005685,0.014046,-0.006252,-0.001974,-0.007045,0.00112,-0.011314,-0.004401,0.000758,0.00833,0.004882,0.002367,-0.010066,0.009666,0.007087,-0.007161,0.008953,0.002743,-0.004352,0.011865,0.010491,0.004153,0.003041,-0.002183,0.006441,0.000966,0.01122,0.000716,-0.004292,-0.00455,0.012389,0.002495,0.004859,-0.019342,0.004209,0.000479,-0.002274,0.00168,0.007426,0.010344,0.002471,0.002817
59328,132862820.0,INTEL CORP,-0.024042,-0.005428,-0.003149,0.019983,0.008962,0.003512,0.00741,0.003269,0.00611,0.002227,0.000202,-0.010501,0.009796,-0.012935,0.008599,-0.000406,0.007311,-0.001613,0.0,-0.010501,0.00449,-0.00447,0.005306,0.000406,0.008117,-0.004428,0.001213,-0.007674,-0.002849,0.008163,0.004858,0.008058,0.016187,-0.01003,-0.001986,0.013535,-0.003252,-0.002648,0.012248,0.007572,0.006818,-0.003848,0.020085,-0.009466,0.012424,0.016047,0.002601,-0.020571,-0.009275,0.014519,0.007907,0.005977,0.004085,-0.003328,-0.004082,-0.003353,0.0,-0.018318,0.002666,0.005697,0.007931
77178,132852562.53999999,QUALCOMM INC,-0.012126,-0.011047,-0.001931,0.012022,0.015975,0.003763,0.012452,0.010579,0.000262,-0.002093,-0.008915,0.002249,0.002376,-0.004477,-0.002381,-0.006894,0.001869,0.001865,0.00133,-0.017399,0.033682,0.007358,0.004304,-0.002727,0.003646,-0.004671,0.003389,-0.017409,-0.011768,0.030506,0.005583,-0.008328,0.016861,0.001152,-0.005755,0.010548,-0.003182,0.00945,0.00291,-0.005298,0.015724,0.000499,0.005116,-0.025078,-0.00573,0.010374,0.013183,-0.02327,-0.000769,0.014485,0.004423,0.00868,0.014218,-0.004796,-0.003954,0.001241,-0.035188,-0.003339,0.005669,0.006022,0.00242
14277,132237597.6,SCHLUMBERGER LTD,-0.015302,0.011133,-0.011813,0.027275,0.011185,-0.00514,0.014937,-0.003762,0.002555,0.006537,0.00199,-0.001655,0.006079,-0.010546,0.029422,-0.001726,-0.002269,0.002382,0.004645,-0.01871,0.013478,-0.00519,0.008043,0.00248,-0.001183,-0.009906,-0.008483,-0.009872,-0.013072,0.007745,0.00802,-0.001547,0.0083,0.017122,0.006043,0.024992,-0.00136,0.011108,0.011193,-0.000717,0.004718,-0.002756,0.00389,-0.000408,-0.004386,0.008607,0.005892,-0.017168,-0.002261,0.014212,0.016552,0.008291,-0.010204,0.018917,0.002259,0.001764,-0.004011,-0.000491,-0.004521,0.000987,0.001578
13856,130213706.28,PEPSICO INC,-0.022275,0.003182,0.007612,-0.000378,0.010455,0.004737,0.008065,0.002954,-0.022089,-0.020078,0.001153,-0.013814,0.011803,0.002692,0.008438,0.004437,-0.00732,0.00534,0.012647,-0.006869,0.016725,0.010235,0.002712,0.002828,0.002084,0.013214,-0.00797,-0.00426,-0.00978,0.012963,-0.001219,-0.007077,0.006022,0.00342,-0.003044,0.006228,0.005704,-0.003982,0.004967,0.006631,-0.007425,-0.00181,0.002176,-0.00386,0.015983,-0.005244,0.005271,-0.003456,-0.005621,0.004811,0.004907,0.009647,0.009201,0.004208,-0.008963,0.003171,0.001288,-0.003157,0.018416,-0.012209,0.001516
77274,120535680.17999999,GILEAD SCIENCES INC,-0.022567,0.040467,-0.047184,-0.021113,0.029412,0.028318,0.010126,0.002445,0.006707,-0.016233,0.032016,-0.013244,0.00133,-0.002657,0.011866,0.004547,-0.001668,-0.001909,-0.010281,-0.016186,0.018295,-0.000845,-0.035598,-0.004254,0.008168,-0.004861,-0.001503,-0.02145,-0.037944,0.00533,0.030749,-0.015816,-0.013261,-0.045747,0.000832,0.012478,-0.003423,-0.018824,-0.04005,0.033698,0.039232,0.004345,0.000541,-0.024324,0.000416,-0.030735,0.009142,-0.073178,0.008399,0.01151,0.020662,0.016283,0.010393,0.022857,0.017598,0.013725,0.002979,-0.00243,0.002436,0.029158,0.029512
13407,119185179.4,FACEBOOK INC,-0.017421,0.020657,-0.008924,-0.000482,0.034749,-0.012003,0.020504,-0.006183,0.044686,-0.003565,0.00313,0.011293,0.023068,-0.014936,0.031929,-0.013139,-0.008447,-0.00462,-0.006963,-0.015337,0.02062,0.040262,-0.0102,-0.014681,0.031948,-0.026794,0.011126,-0.028921,-0.016127,0.015061,0.006548,-0.01373,-0.018611,0.004032,-0.046698,0.012325,-0.069425,0.009688,-0.015746,0.003833,0.039509,0.001597,-0.051499,-0.046075,0.003542,0.021775,0.072519,-0.052075,-0.010649,0.006151,0.003396,0.010662,-0.013061,0.039023,0.029231,-0.026497,-0.007986,-0.051914,-0.027205,0.035803,0.028031
76076,118230760.0,CISCO SYSTEMS INC,-0.016431,0.011601,0.008257,0.023203,0.008004,0.007058,-0.005256,0.006165,-0.025383,0.013022,-0.006649,-0.005801,0.000898,-0.007623,-0.000452,-0.012658,0.004121,-0.000456,-0.005474,-0.01055,0.01159,0.002292,-0.002286,-0.004125,-0.001841,-0.003688,0.009718,-0.013749,-0.007904,0.007499,0.005579,0.0,0.009246,-0.008704,-0.003235,0.035698,-0.000895,-0.013441,0.014078,0.003807,0.039036,-0.004762,0.00435,-0.016384,0.006089,0.003939,0.007847,-0.020329,-0.008389,0.017364,0.001751,0.006116,0.007816,0.008186,0.005128,-0.00085,-0.007234,-0.014145,0.00087,0.006082,-0.002159
66181,108777392.47000001,HOME DEPOT INC,-0.022902,-0.001598,0.003868,0.011959,0.003808,-0.000523,0.003795,0.007562,0.004011,0.004382,-0.00462,-0.014439,0.013473,0.003356,0.001672,0.039938,0.008891,0.003305,0.000732,-0.000366,0.01061,0.000483,-0.006031,0.001699,-0.004482,-0.005111,-0.00898,-0.021847,0.00736,0.00252,0.003016,-0.000877,0.004263,0.00412,-0.00945,-0.002385,-0.00755,-0.002409,0.000508,0.005208,0.003159,0.007181,-0.006879,-0.008564,-0.020198,-0.000259,0.00843,-0.012603,-0.014066,0.003567,-0.001053,0.009092,0.00666,0.011286,0.021934,-0.014435,0.01592,-0.004889,0.009952,-0.008108,-0.000126
17830,108476779.23,UNITED TECHNOLOGIES CORP,-0.033854,-0.009622,-0.010907,0.014271,0.011695,0.007857,0.012186,0.00363,0.004611,0.005031,-0.001142,0.002638,0.008857,0.002868,0.00962,-0.005151,0.001898,0.004306,0.003516,-0.002222,0.007109,-0.001531,0.002981,0.00467,-0.004564,-0.018086,0.00147,-0.025214,-0.002569,0.016075,0.00236,-0.005842,-0.002105,0.007032,-0.007157,0.012747,-0.005382,-0.006807,0.008875,0.017681,0.009243,0.016537,-0.000834,-0.013275,-0.016923,-0.003529,0.01097,-0.021189,-0.005499,0.008865,0.00783,0.019251,0.004235,-0.002277,0.007523,0.003859,-0.0056,-0.014877,0.004181,-0.001189,0.00655
89525,107121978.39999999,COMCAST CORP NEW,-0.030854,0.014213,-0.002616,0.012177,0.01129,-0.005307,0.01196,0.004364,-0.041184,0.013877,-0.003166,-0.036615,0.003684,-0.013717,0.001959,-0.007429,-0.001773,0.007893,0.011942,-0.013349,0.007059,0.010319,0.00424,-0.009211,-0.002131,-0.005823,-0.004686,-0.0102,0.003567,0.002765,-0.011028,-0.00677,0.014535,-0.011955,0.006,-0.012525,-0.001007,-0.01048,0.009369,0.014225,-0.002198,0.019427,0.004322,-0.018388,-0.021921,-0.004686,0.019243,-0.027516,-0.0095,0.014596,-0.005138,0.015699,-0.001424,0.015886,0.019046,0.007476,0.003124,-0.007787,0.014322,-0.002901,0.004074
92611,101182420.95,VISA INC,-0.009098,0.005012,0.004987,0.015769,0.012648,-0.005546,0.008071,0.010075,-0.000535,0.008703,0.000265,-0.009643,-0.001876,-0.000448,0.01267,0.004067,-0.004403,0.000752,-0.001503,-0.019917,0.018335,-0.011929,0.004713,0.007594,-0.000266,0.00745,-0.004754,-0.023529,-4.5e-05,0.013634,0.011753,-0.011439,-0.008936,0.006988,-0.011729,-0.010646,-0.012454,0.000417,-0.017055,0.017776,-0.005374,-0.000186,0.00163,-0.033998,-0.020655,-0.004031,0.024434,-0.028862,-0.024411,0.022275,0.015124,0.026023,-0.006735,0.005674,0.004017,-0.005477,0.002777,-0.05,0.012517,0.006206,-0.000296
43449,100260866.17999999,MCDONALDS CORP,-0.012212,0.000753,0.005264,0.014533,0.010322,-0.011051,0.00506,-0.00472,0.006007,0.003352,0.002506,-0.004895,0.002093,0.007311,0.000518,0.001244,-0.007555,0.0,0.000736,-0.008723,0.006997,0.000421,0.005894,-0.000837,-0.003141,0.037605,-0.000709,-0.013575,0.002157,0.000205,-0.002971,-0.012435,0.005203,-0.011698,0.007437,-0.002807,-0.00073,0.003339,0.011231,0.008124,-0.001326,-0.003167,0.000717,0.00215,-0.008787,0.01103,0.002753,0.010981,-0.001408,0.008259,0.007192,0.0,-0.005752,-0.005786,-0.003512,-0.001913,0.007162,0.008914,-0.00417,0.011863,-0.001182
