permno,mkt_cap,asset_name,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-29,2024-04-30,2024-05-01,2024-05-02,2024-05-03,2024-05-06,2024-05-07,2024-05-08,2024-05-09,2024-05-10,2024-05-13,2024-05-14,2024-05-15,2024-05-16,2024-05-17,2024-05-20,2024-05-21,2024-05-22,2024-05-23,2024-05-24,2024-05-28,2024-05-29,2024-05-30,2024-05-31,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-17,2024-06-18,2024-06-20,2024-06-21,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28
10107,3322626374.34,MICROSOFT CORP,0.009151,-0.007372,-0.002349,-0.006113,0.018283,-0.002186,0.00398,-0.007085,0.011033,-0.014091,-0.019578,0.002272,-0.006609,-0.018381,-0.012739,0.00461,0.016486,0.003656,-0.024495,0.018244,-0.010017,-0.032119,0.014409,0.007343,0.02217,0.016918,-0.010156,0.002932,0.004336,0.005869,-0.002459,0.006865,0.017452,-0.00494,-0.001853,0.012208,0.008699,0.00345,-0.008176,0.0074,0.000372,-0.002672,-0.033786,0.001109,-0.003878,0.006167,0.019083,0.001203,-0.001578,0.009484,0.011242,0.019368,0.001179,0.002242,0.013105,-0.004528,-0.001434,0.009154,-0.004691,0.007327,0.002683,0.001526,-0.013029
14593,3206112190.58,APPLE INC,-0.008456,-0.006999,0.004797,-0.004892,0.004502,-0.006664,0.007243,-0.011139,0.043271,0.008627,-0.021864,-0.019167,-0.008147,-0.005714,-0.012213,0.005091,0.006392,0.012702,0.005147,-0.003473,0.024808,-0.018271,-0.006047,0.022032,0.059816,-0.009107,0.003797,0.001864,0.010014,-0.006881,0.017645,0.006173,0.012218,0.000632,0.000158,0.006162,0.006857,-0.007538,-0.021058,0.016588,5.3e-05,0.001579,0.005255,0.005019,0.009259,0.001649,0.007821,-0.007097,0.012392,-0.019148,0.072649,0.028578,0.005491,-0.008168,0.019672,-0.010985,-0.021513,-0.010444,0.003133,0.004468,0.019993,0.003986,-0.016254
86580,3035234493.6000004,NVIDIA CORP,7.7e-05,-0.010082,-0.005455,-0.034385,0.024481,-0.009942,-0.020417,0.019741,0.041097,-0.026816,-0.024777,0.016442,-0.038666,0.007568,-0.100046,0.043543,0.036533,-0.033316,0.037087,0.061756,0.000251,-0.01544,-0.0389,0.033429,0.034632,0.037741,-0.017213,-0.001568,-0.018416,0.012744,0.005797,0.010586,0.035838,-0.002864,-0.019924,0.024881,0.006394,-0.004571,0.093196,0.025723,0.069804,0.008112,-0.037666,-0.007846,0.048954,0.012496,0.051556,-0.011777,-0.000909,0.007461,-0.007143,0.035481,0.035224,0.017514,-0.006824,0.03512,-0.035404,-0.032192,-0.066841,0.067564,0.002459,-0.019067,-0.003629
84788,2027192500.0,AMAZON COM INC,0.003271,-0.001547,0.009519,-0.013212,0.028167,0.000648,0.002592,0.001508,0.016671,-0.015446,-0.013485,-0.001634,-0.011128,-0.011364,-0.025611,0.014889,0.013034,-0.016431,-0.016536,0.03426,0.00746,-0.032936,0.022857,0.031955,0.008066,0.013372,0.000318,-0.004026,0.007979,-0.01066,-0.004854,0.00268,-0.005773,-0.012689,0.005827,-0.00628,-0.002125,-0.000109,-0.011358,-0.001657,0.007745,-0.000714,-0.014834,-0.016061,0.010769,0.005607,0.010818,0.020521,-0.003784,0.014976,0.000909,-0.001816,-0.016373,-0.000925,0.002178,-0.006791,0.017997,0.016013,-0.018564,0.004149,0.039015,0.0219,-0.02325
13407,1103233360.0,META PLATFORMS INC,0.011883,0.012252,0.018839,0.008249,0.032138,-0.015341,-0.004526,0.005668,0.006406,-0.021523,-0.022797,-0.00094,-0.011185,0.01544,-0.041311,0.001372,0.02983,-0.005241,-0.105613,0.004327,-0.02407,-0.005663,0.020968,0.00567,0.023275,0.030357,0.005497,0.009312,0.005967,0.001641,-0.017199,0.008205,0.020536,-0.017257,-0.002789,-0.006505,-0.00898,0.00678,-0.004276,0.026708,0.003555,-0.011585,-0.01541,-0.000471,0.022835,-0.001047,0.037883,-0.002626,-0.00162,0.019555,0.00969,0.0027,-0.009315,0.001111,0.004899,-0.014093,0.004425,-0.013793,0.008347,0.023431,0.004935,0.012551,-0.029525
90319,1067398941.4,ALPHABET INC,0.030213,-0.005981,0.002329,-0.028337,0.013087,0.01541,0.011301,-0.002937,0.020943,-0.010539,-0.018196,-0.00297,0.00693,0.003473,-0.012307,0.014213,0.01267,0.005497,-0.01967,0.102244,-0.033731,-0.020283,0.006635,0.016844,0.003721,0.005142,0.018739,-0.01092,0.003424,-0.007708,0.002905,0.007095,0.012739,0.009681,0.010794,0.004885,0.005257,-0.008265,-0.016045,0.008297,0.008058,-0.002834,-0.021546,0.002266,0.003884,0.00358,0.009322,0.007525,-0.012844,0.004299,0.009199,0.006624,-0.014793,0.009306,0.002545,-0.012131,0.006911,0.018888,-0.002282,0.026839,-0.000815,0.008321,-0.017583
14542,1026418319.9999999,ALPHABET INC,0.027847,-0.004026,0.003208,-0.02833,0.013163,0.014291,0.012809,-0.003035,0.019853,-0.009951,-0.017966,-0.002111,0.005641,0.003697,-0.011051,0.014321,0.012472,0.007379,-0.019553,0.099652,-0.033335,-0.019416,0.005649,0.017455,0.003146,0.004971,0.018548,-0.010521,0.002454,-0.007518,0.003582,0.006027,0.011342,0.008914,0.010603,0.006599,0.006052,-0.008577,-0.016517,0.007255,0.009584,-0.003483,-0.021646,0.002305,0.002644,0.004071,0.011078,0.007229,-0.013457,0.005001,0.008832,0.007688,-0.015705,0.009223,0.002299,-0.013033,0.007141,0.014349,0.00294,0.026495,-0.001132,0.008038,-0.01841
50876,860477678.9,LILLY ELI & CO,-0.022379,0.004484,0.015747,-0.010193,0.021,-0.008824,-0.025795,0.00626,-0.003137,-0.010466,-0.001157,-0.005368,0.005397,-0.00642,-0.026329,0.006912,0.019635,-0.018091,-0.010011,0.011919,0.005031,0.05955,-0.005569,-0.02683,-0.027702,0.043145,0.014465,-0.003561,-0.004452,-0.01497,-0.003026,0.008288,0.03186,-0.020203,-0.001452,0.017117,0.025524,-0.000324,0.0069,-0.001262,0.000533,0.004543,0.00435,0.006478,0.013312,0.0016,-0.000997,0.006649,0.015168,0.017659,0.000948,0.001709,0.018483,-0.005525,0.007468,0.007288,-0.006136,-0.002382,0.007048,0.01629,-0.003703,0.008632,-0.004026
93002,747354962.60464,BROADCOM INC,0.018749,-0.008517,0.018263,-0.033531,0.016645,-0.002486,-0.001512,-0.008778,0.045441,-0.027769,-0.024835,0.014016,-0.034935,-0.018431,-0.043114,0.016394,0.020197,0.006108,0.029917,0.038357,-0.004055,-0.028649,-0.044152,-0.003452,0.031924,0.025194,-0.005495,0.017082,-0.014864,0.020779,0.003534,0.03179,0.04068,-0.016739,-0.011925,0.013431,-0.010488,-0.004974,0.000754,0.010443,0.003275,-0.01542,-0.01912,-0.026047,-0.005005,0.006748,0.061819,-0.008365,0.003832,0.02405,0.014273,0.0236,0.122687,0.033383,0.054079,-0.014408,-0.037703,-0.043775,-0.03688,-0.007172,0.007091,-0.003354,0.011893
93436,632155363.1999999,TESLA INC,-0.003242,-0.049024,0.010502,0.016213,-0.036293,0.048999,0.022546,-0.028946,0.016535,-0.020332,-0.055949,-0.027062,-0.010566,-0.03551,-0.019209,-0.034002,0.018515,0.120611,0.049651,-0.011106,0.153069,-0.055501,-0.017951,0.000111,0.006555,0.019703,-0.037616,-0.017378,-0.01574,-0.020352,0.0203,0.032928,-0.020051,0.004885,0.014985,-0.014144,0.066591,-0.03478,-0.035367,0.031657,-0.013892,-0.003168,0.014757,-0.003971,-0.010052,-0.008622,0.001316,0.0168,-0.002585,-0.020791,-0.01801,0.038849,0.029218,-0.024442,0.052975,-0.013764,-0.017797,0.007931,-0.00235,0.026126,0.048145,0.005347,0.00233
